"cell_type","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"endothelial_Alzheimer","PDZD4",0.188525795669001,-0.585964108927855,0,0.214,1
"endothelial_Alzheimer","VAMP7",0.188525795669001,-0.663385063801831,0,0.214,1
"endothelial_Alzheimer","CTSB",0.188525795669001,-0.798533424486662,0,0.214,1
"endothelial_Alzheimer","ATP6V1B2",0.188525795669001,-0.569803259144697,0,0.214,1
"endothelial_Alzheimer","RHOBTB2",0.188525795669001,-0.514968114026501,0,0.214,1
"endothelial_Alzheimer","SNTG1",0.188525795669001,-0.863142257016084,0,0.214,1
"endothelial_Alzheimer","TGS1",0.188525795669001,-0.896453827430433,0,0.214,1
"endothelial_Alzheimer","CYP7B1",0.188525795669001,-1.38806508656263,0,0.214,1
"endothelial_Alzheimer","SBSPON",0.188525795669001,-0.577313311720768,0,0.214,1
"endothelial_Alzheimer","AZIN1",0.188525795669001,-0.48054303454131,0,0.214,1
"endothelial_Alzheimer","NUDCD1",0.188525795669001,-1.2132207404643,0,0.214,1
"endothelial_Alzheimer","SAMD12",0.188525795669001,-1.34909365085363,0,0.214,1
"endothelial_Alzheimer","GSDMD",0.188525795669001,-0.40003321101862,0,0.214,1
"endothelial_Alzheimer","GPAA1",0.188525795669001,-0.498160015045615,0,0.214,1
"endothelial_Alzheimer","SHARPIN",0.188525795669001,-0.398865698530979,0,0.214,1
"endothelial_Alzheimer","MAF1",0.188525795669001,-0.608108752244086,0,0.214,1
"endothelial_Alzheimer","ZNF251",0.188525795669001,-1.07288361186717,0,0.214,1
"endothelial_Alzheimer","RRAGA",0.188525795669001,-0.857608025347302,0,0.214,1
"endothelial_Alzheimer","KLHL9",0.188525795669001,-0.652313723463236,0,0.214,1
"endothelial_Alzheimer","DDX58",0.188525795669001,-0.491824272086067,0,0.214,1
"endothelial_Alzheimer","APTX",0.188525795669001,-0.701786404885858,0,0.214,1
"endothelial_Alzheimer","STOML2",0.188525795669001,-0.691269385496927,0,0.214,1
"endothelial_Alzheimer","GRHPR",0.188525795669001,-0.877662147134191,0,0.214,1
"endothelial_Alzheimer","CBWD6",0.188525795669001,-0.607733657005284,0,0.214,1
"endothelial_Alzheimer","PGM5",0.188525795669001,-0.888933040400789,0,0.214,1
"endothelial_Alzheimer","SPIN1",0.188525795669001,-0.500056061319154,0,0.214,1
"endothelial_Alzheimer","CARD19",0.188525795669001,-0.799982456343467,0,0.214,1
"endothelial_Alzheimer","GABBR2",0.188525795669001,-0.872705970797154,0,0.214,1
"endothelial_Alzheimer","ALG2",0.188525795669001,-0.688704246588271,0,0.214,1
"endothelial_Alzheimer","KLF4",0.188525795669001,-1.0069191819173,0,0.214,1
"endothelial_Alzheimer","TXN",0.188525795669001,-0.552664705694766,0,0.214,1
"endothelial_Alzheimer","SVEP1",0.188525795669001,-0.7236640771076,0,0.214,1
"endothelial_Alzheimer","FBXW2",0.188525795669001,-0.439428229752067,0,0.214,1
"endothelial_Alzheimer","STXBP1",0.188525795669001,-1.15743650624577,0,0.214,1
"endothelial_Alzheimer","ENG",0.188525795669001,-0.597327436536337,0,0.214,1
"endothelial_Alzheimer","SWI5",0.188525795669001,-0.652877827970958,0,0.214,1
"endothelial_Alzheimer","TBC1D13",0.188525795669001,-0.805434347599189,0,0.214,1
"endothelial_Alzheimer","LRRC8A",0.188525795669001,-0.461659893946642,0,0.214,1
"endothelial_Alzheimer","LAMC3",0.188525795669001,-0.773528227079902,0,0.214,1
"endothelial_Alzheimer","POMT1",0.188525795669001,-0.438292179042482,0,0.214,1
"endothelial_Alzheimer","TMEM250",0.188525795669001,-0.943648633482928,0,0.214,1
"endothelial_Alzheimer","SNHG7",0.188525795669001,-0.490215733301722,0,0.214,1
"endothelial_Alzheimer","MAN1B1",0.188525795669001,-0.821859927178184,0,0.214,1
"endothelial_Alzheimer","EIF3F",0.188525795669001,-0.538066734782615,0,0.214,1
"endothelial_Alzheimer","RPL27A",0.188525795669001,-0.914042507481028,0,0.214,1
"endothelial_Alzheimer","TMEM41B",0.188525795669001,-0.611322515736936,0,0.214,1
"endothelial_Alzheimer","ADM",0.188525795669001,-0.551552184089542,0,0.214,1
"endothelial_Alzheimer","CAPRIN1",0.188525795669001,-0.815883398249938,0,0.214,1
"endothelial_Alzheimer","ABTB2",0.188525795669001,-0.638187112788245,0,0.214,1
"endothelial_Alzheimer","TSPAN18",0.188525795669001,-0.576408674366968,0,0.214,1
"endothelial_Alzheimer","DGKZ",0.188525795669001,-0.45985984500274,0,0.214,1
"endothelial_Alzheimer","FAM111A",0.188525795669001,-0.684338981658634,0,0.214,1
"endothelial_Alzheimer","RAB3IL1",0.188525795669001,-0.885617673758968,0,0.214,1
"endothelial_Alzheimer","RAB1B",0.188525795669001,-0.471088299387041,0,0.214,1
"endothelial_Alzheimer","AP001157.1",0.188525795669001,-0.607733657005284,0,0.214,1
"endothelial_Alzheimer","CHKA",0.188525795669001,-0.913498768372181,0,0.214,1
"endothelial_Alzheimer","LRP5",0.188525795669001,-0.660842453132654,0,0.214,1
"endothelial_Alzheimer","EED",0.188525795669001,-0.78804506914493,0,0.214,1
"endothelial_Alzheimer","PRSS23",0.188525795669001,-0.526185011056886,0,0.214,1
"endothelial_Alzheimer","GPR83",0.188525795669001,-0.604183466207467,0,0.214,1
"endothelial_Alzheimer","BIRC3",0.188525795669001,-0.665695516086649,0,0.214,1
"endothelial_Alzheimer","NPAT",0.188525795669001,-0.518628043459134,0,0.214,1
"endothelial_Alzheimer","ZC3H12C",0.188525795669001,-0.750164375704119,0,0.214,1
"endothelial_Alzheimer","USP28",0.188525795669001,-0.690447383847537,0,0.214,1
"endothelial_Alzheimer","CEP164",0.188525795669001,-0.622760869321564,0,0.214,1
"endothelial_Alzheimer","THY1",0.188525795669001,-0.558109644669222,0,0.214,1
"endothelial_Alzheimer","VPS26B",0.188525795669001,-0.488907444305875,0,0.214,1
"endothelial_Alzheimer","ATP5F1C",0.188525795669001,-0.588153007352454,0,0.214,1
"endothelial_Alzheimer","RPP38",0.188525795669001,-0.566791761770869,0,0.214,1
"endothelial_Alzheimer","MKX",0.188525795669001,-0.500056061319154,0,0.214,1
"endothelial_Alzheimer","ZNF438",0.188525795669001,-1.04650073766096,0,0.214,1
"endothelial_Alzheimer","ZNF25",0.188525795669001,-0.463420984409408,0,0.214,1
"endothelial_Alzheimer","MARCH8",0.188525795669001,-1.36333413829938,0,0.214,1
"endothelial_Alzheimer","TIMM23",0.188525795669001,-0.512154029958047,0,0.214,1
"endothelial_Alzheimer","WDFY4",0.188525795669001,-0.630831394857869,0,0.214,1
"endothelial_Alzheimer","RHOBTB1",0.188525795669001,-0.439428229752067,0,0.214,1
"endothelial_Alzheimer","DDX50",0.188525795669001,-0.438292179042482,0,0.214,1
"endothelial_Alzheimer","KIF1BP",0.188525795669001,-0.599537147111008,0,0.214,1
"endothelial_Alzheimer","SAR1A",0.188525795669001,-0.653010005300838,0,0.214,1
"endothelial_Alzheimer","LRRC20",0.188525795669001,-0.577003246678207,0,0.214,1
"endothelial_Alzheimer","LRMDA",0.188525795669001,-1.52701054549459,0,0.214,1
"endothelial_Alzheimer","STAMBPL1",0.188525795669001,-1.24159761924072,0,0.214,1
"endothelial_Alzheimer","CH25H",0.188525795669001,-1.49509973342235,0,0.214,1
"endothelial_Alzheimer","SFXN3",0.188525795669001,-0.479652711044229,0,0.214,1
"endothelial_Alzheimer","PPRC1",0.188525795669001,-0.792818968053252,0,0.214,1
"endothelial_Alzheimer","NFKB2",0.188525795669001,-0.666594591501725,0,0.214,1
"endothelial_Alzheimer","ATP5MD",0.188525795669001,-0.573822543606691,0,0.214,1
"endothelial_Alzheimer","SMC3",0.188525795669001,-0.518513218001704,0,0.214,1
"endothelial_Alzheimer","INPP5F",0.188525795669001,-0.501954663989817,0,0.214,1
"endothelial_Alzheimer","C10orf88",0.188525795669001,-0.750758689603705,0,0.214,1
"endothelial_Alzheimer","IKZF5",0.188525795669001,-0.82394605058151,0,0.214,1
"endothelial_Alzheimer","CPXM2",0.188525795669001,-0.499428909054443,0,0.214,1
"endothelial_Alzheimer","NTF3",0.188525795669001,-0.604183466207467,0,0.214,1
"endothelial_Alzheimer","TPI1",0.188525795669001,-0.623428103651651,0,0.214,1
"endothelial_Alzheimer","AC244131.2",0.188525795669001,-0.942743111782883,0,0.214,1
"endothelial_Alzheimer","PKP2",0.188525795669001,-1.0632569438116,0,0.214,1
"endothelial_Alzheimer","LMBR1L",0.188525795669001,-0.769735500295005,0,0.214,1
"endothelial_Alzheimer","METTL7A",0.188525795669001,-0.742212625748587,0,0.214,1
"endothelial_Alzheimer","RARG",0.188525795669001,-0.693755192450491,0,0.214,1
"endothelial_Alzheimer","COPZ1",0.188525795669001,-0.488964635055506,0,0.214,1
"endothelial_Alzheimer","MARS",0.188525795669001,-0.482530846936391,0,0.214,1
"endothelial_Alzheimer","DTX3",0.188525795669001,-0.811221012947988,0,0.214,1
"endothelial_Alzheimer","GNS",0.188525795669001,-0.688995761444135,0,0.214,1
"endothelial_Alzheimer","NUP107",0.188525795669001,-0.40003321101862,0,0.214,1
"endothelial_Alzheimer","ATXN7L3B",0.188525795669001,-0.617746326227184,0,0.214,1
"endothelial_Alzheimer","CSRP2",0.188525795669001,-0.989138914677265,0,0.214,1
"endothelial_Alzheimer","GNPTAB",0.188525795669001,-0.558824282787657,0,0.214,1
"endothelial_Alzheimer","CMKLR1",0.188525795669001,-0.758753011545917,0,0.214,1
"endothelial_Alzheimer","MMAB",0.188525795669001,-0.797961329526525,0,0.214,1
"endothelial_Alzheimer","RBM19",0.188525795669001,-0.706154446319975,0,0.214,1
"endothelial_Alzheimer","RPLP0",0.188525795669001,-0.886621835503481,0,0.214,1
"endothelial_Alzheimer","STX2",0.188525795669001,-0.665212269128051,0,0.214,1
"endothelial_Alzheimer","DDX51",0.188525795669001,-0.602770040200603,0,0.214,1
"endothelial_Alzheimer","RPL21",0.188525795669001,-0.447313362519592,0,0.214,1
"endothelial_Alzheimer","SLC7A1",0.188525795669001,-0.913498768372181,0,0.214,1
"endothelial_Alzheimer","PHF11",0.188525795669001,-0.541440187414982,0,0.214,1
"endothelial_Alzheimer","INTS6-AS1",0.188525795669001,-0.604183466207467,0,0.214,1
"endothelial_Alzheimer","TMTC4",0.188525795669001,-0.594669644938984,0,0.214,1
"endothelial_Alzheimer","NALCN",0.188525795669001,-0.655622051713584,0,0.214,1
"endothelial_Alzheimer","PIP4P1",0.188525795669001,-0.778850228465142,0,0.214,1
"endothelial_Alzheimer","SUPT16H",0.188525795669001,-0.528095805239551,0,0.214,1
"endothelial_Alzheimer","RAB2B",0.188525795669001,-0.527253941491147,0,0.214,1
"endothelial_Alzheimer","KHNYN",0.188525795669001,-0.482530846936391,0,0.214,1
"endothelial_Alzheimer","SRP54",0.188525795669001,-0.614833360586137,0,0.214,1
"endothelial_Alzheimer","TRAPPC6B",0.188525795669001,-0.744212575348131,0,0.214,1
"endothelial_Alzheimer","KLHDC2",0.188525795669001,-0.553714202655829,0,0.214,1
"endothelial_Alzheimer","TRIM9",0.188525795669001,-0.518720471414984,0,0.214,1
"endothelial_Alzheimer","TMX1",0.188525795669001,-0.524055568531593,0,0.214,1
"endothelial_Alzheimer","NID2",0.188525795669001,-0.634654647610861,0,0.214,1
"endothelial_Alzheimer","RTN1",0.188525795669001,-0.897478162662134,0,0.214,1
"endothelial_Alzheimer","PPM1A",0.188525795669001,-0.548689343354028,0,0.214,1
"endothelial_Alzheimer","CHURC1-FNTB",0.188525795669001,-0.660654644398491,0,0.214,1
"endothelial_Alzheimer","IRF2BPL",0.188525795669001,-0.705711805515727,0,0.214,1
"endothelial_Alzheimer","TDP1",0.188525795669001,-0.665695516086649,0,0.214,1
"endothelial_Alzheimer","DGLUCY",0.188525795669001,-1.02692814389924,0,0.214,1
"endothelial_Alzheimer","ZFYVE21",0.188525795669001,-0.479652711044229,0,0.214,1
"endothelial_Alzheimer","CRIP1",0.188525795669001,-0.691269385496927,0,0.214,1
"endothelial_Alzheimer","CHRFAM7A",0.188525795669001,-0.603795377323816,0,0.214,1
"endothelial_Alzheimer","EMC4",0.188525795669001,-0.479652711044229,0,0.214,1
"endothelial_Alzheimer","GOLGA8B",0.188525795669001,-0.573822543606691,0,0.214,1
"endothelial_Alzheimer","MEIS2",0.188525795669001,-0.948435830731176,0,0.214,1
"endothelial_Alzheimer","GPR176",0.188525795669001,-0.603795377323816,0,0.214,1
"endothelial_Alzheimer","SRP14",0.188525795669001,-0.537234824388219,0,0.214,1
"endothelial_Alzheimer","FRMD5",0.188525795669001,-0.944884172858927,0,0.214,1
"endothelial_Alzheimer","GATM",0.188525795669001,-0.88838603613187,0,0.214,1
"endothelial_Alzheimer","FBXL22",0.188525795669001,-0.74403531267643,0,0.214,1
"endothelial_Alzheimer","HACD3",0.188525795669001,-0.844920208899943,0,0.214,1
"endothelial_Alzheimer","GLCE",0.188525795669001,-1.00695504012239,0,0.214,1
"endothelial_Alzheimer","SCAMP2",0.188525795669001,-0.558510218062859,0,0.214,1
"endothelial_Alzheimer","C15orf39",0.188525795669001,-0.83005075529034,0,0.214,1
"endothelial_Alzheimer","COMMD4",0.188525795669001,-0.471727890611135,0,0.214,1
"endothelial_Alzheimer","CHSY1",0.188525795669001,-0.575405006878403,0,0.214,1
"endothelial_Alzheimer","PCSK6",0.188525795669001,-0.91322750387818,0,0.214,1
"endothelial_Alzheimer","RHOT2",0.188525795669001,-0.705711805515727,0,0.214,1
"endothelial_Alzheimer","MAPK8IP3",0.188525795669001,-0.514968114026501,0,0.214,1
"endothelial_Alzheimer","ELOB",0.188525795669001,-0.652313723463236,0,0.214,1
"endothelial_Alzheimer","TRAP1",0.188525795669001,-0.52823026567288,0,0.214,1
"endothelial_Alzheimer","C16orf72",0.188525795669001,-0.477023960571898,0,0.214,1
"endothelial_Alzheimer","ABCC1",0.188525795669001,-0.731437694119045,0,0.214,1
"endothelial_Alzheimer","EEF2K",0.188525795669001,-0.561106224794014,0,0.214,1
"endothelial_Alzheimer","DCTN5",0.188525795669001,-0.501954663989817,0,0.214,1
"endothelial_Alzheimer","CDIPT",0.188525795669001,-0.751037007979193,0,0.214,1
"endothelial_Alzheimer","TAOK2",0.188525795669001,-0.579046713176083,0,0.214,1
"endothelial_Alzheimer","CD2BP2",0.188525795669001,-0.681549638002524,0,0.214,1
"endothelial_Alzheimer","KAT8",0.188525795669001,-0.769735500295005,0,0.214,1
"endothelial_Alzheimer","AMFR",0.188525795669001,-0.528095805239551,0,0.214,1
"endothelial_Alzheimer","MT1M",0.188525795669001,-1.70574207624581,0,0.214,1
"endothelial_Alzheimer","NLRC5",0.188525795669001,-0.683013960311549,0,0.214,1
"endothelial_Alzheimer","DUS2",0.188525795669001,-0.40003321101862,0,0.214,1
"endothelial_Alzheimer","TANGO6",0.188525795669001,-0.772150173988878,0,0.214,1
"endothelial_Alzheimer","FOXC2",0.188525795669001,-0.557063341490265,0,0.214,1
"endothelial_Alzheimer","MVD",0.188525795669001,-0.667467530024755,0,0.214,1
"endothelial_Alzheimer","SPG7",0.188525795669001,-0.471088299387041,0,0.214,1
"endothelial_Alzheimer","MYBBP1A",0.188525795669001,-0.463420984409408,0,0.214,1
"endothelial_Alzheimer","ZBTB4",0.188525795669001,-0.4509170172326,0,0.214,1
"endothelial_Alzheimer","SAT2",0.188525795669001,-0.531492626121919,0,0.214,1
"endothelial_Alzheimer","SREBF1",0.188525795669001,-0.47219882593105,0,0.214,1
"endothelial_Alzheimer","ALKBH5",0.188525795669001,-1.1543843500457,0,0.214,1
"endothelial_Alzheimer","MAP2K3",0.188525795669001,-0.420658154362316,0,0.214,1
"endothelial_Alzheimer","SARM1",0.188525795669001,-0.649273514762337,0,0.214,1
"endothelial_Alzheimer","SUPT6H",0.188525795669001,-0.542636820318177,0,0.214,1
"endothelial_Alzheimer","RAB34",0.188525795669001,-0.463420984409408,0,0.214,1
"endothelial_Alzheimer","NUFIP2",0.188525795669001,-0.546807068726236,0,0.214,1
"endothelial_Alzheimer","TADA2A",0.188525795669001,-0.468187222110405,0,0.214,1
"endothelial_Alzheimer","ARHGAP23",0.188525795669001,-0.848944278626604,0,0.214,1
"endothelial_Alzheimer","PIP4K2B",0.188525795669001,-0.756454350727228,0,0.214,1
"endothelial_Alzheimer","RPL27",0.188525795669001,-0.628474505196862,0,0.214,1
"endothelial_Alzheimer","IFI35",0.188525795669001,-0.47219882593105,0,0.214,1
"endothelial_Alzheimer","DUSP3",0.188525795669001,-0.593965745639118,0,0.214,1
"endothelial_Alzheimer","FAM117A",0.188525795669001,-0.528710621374164,0,0.214,1
"endothelial_Alzheimer","SUPT4H1",0.188525795669001,-0.512154029958047,0,0.214,1
"endothelial_Alzheimer","SMARCD2",0.188525795669001,-0.520641171119206,0,0.214,1
"endothelial_Alzheimer","UNK",0.188525795669001,-0.920341533924125,0,0.214,1
"endothelial_Alzheimer","SRP68",0.188525795669001,-0.551552184089542,0,0.214,1
"endothelial_Alzheimer","UBE2O",0.188525795669001,-0.757365637768271,0,0.214,1
"endothelial_Alzheimer","SLC26A11",0.188525795669001,-0.792818968053252,0,0.214,1
"endothelial_Alzheimer","NDUFV2",0.188525795669001,-0.775274223822525,0,0.214,1
"endothelial_Alzheimer","CDH2",0.188525795669001,-0.827958015150977,0,0.214,1
"endothelial_Alzheimer","ZSCAN30",0.188525795669001,-0.636206852078912,0,0.214,1
"endothelial_Alzheimer","KDSR",0.188525795669001,-0.914385397610661,0,0.214,1
"endothelial_Alzheimer","SOCS6",0.188525795669001,-0.756964815680152,0,0.214,1
"endothelial_Alzheimer","NRSN2-AS1",0.188525795669001,-0.580003241000829,0,0.214,1
"endothelial_Alzheimer","NOP56",0.188525795669001,-0.438292179042482,0,0.214,1
"endothelial_Alzheimer","CD93",0.188525795669001,-0.871243601850127,0,0.214,1
"endothelial_Alzheimer","NAPB",0.188525795669001,-0.678014729905418,0,0.214,1
"endothelial_Alzheimer","ZNF337",0.188525795669001,-0.462777699031237,0,0.214,1
"endothelial_Alzheimer","NDRG3",0.188525795669001,-0.506815603225157,0,0.214,1
"endothelial_Alzheimer","KIAA1755",0.188525795669001,-0.625241752130936,0,0.214,1
"endothelial_Alzheimer","OSER1-DT",0.188525795669001,-0.499459944085044,0,0.214,1
"endothelial_Alzheimer","YWHAB",0.188525795669001,-0.757197863290583,0,0.214,1
"endothelial_Alzheimer","PIGT",0.188525795669001,-0.686317235451836,0,0.214,1
"endothelial_Alzheimer","SULF2",0.188525795669001,-0.511532115927007,0,0.214,1
"endothelial_Alzheimer","ARFGEF2",0.188525795669001,-0.509390674578998,0,0.214,1
"endothelial_Alzheimer","DPM1",0.188525795669001,-0.767663733084423,0,0.214,1
"endothelial_Alzheimer","RAE1",0.188525795669001,-0.984200845546111,0,0.214,1
"endothelial_Alzheimer","NELFCD",0.188525795669001,-0.825422995457801,0,0.214,1
"endothelial_Alzheimer","TAF4",0.188525795669001,-0.768897132881417,0,0.214,1
"endothelial_Alzheimer","UCKL1",0.188525795669001,-0.47219882593105,0,0.214,1
"endothelial_Alzheimer","TPGS1",0.188525795669001,-0.835165303097626,0,0.214,1
"endothelial_Alzheimer","CSNK1G2",0.188525795669001,-0.483165386501307,0,0.214,1
"endothelial_Alzheimer","NCLN",0.188525795669001,-0.618749547266424,0,0.214,1
"endothelial_Alzheimer","MAP2K2",0.188525795669001,-0.45985984500274,0,0.214,1
"endothelial_Alzheimer","DPP9",0.188525795669001,-0.477023960571898,0,0.214,1
"endothelial_Alzheimer","MLLT1",0.188525795669001,-0.616398944807392,0,0.214,1
"endothelial_Alzheimer","PNPLA6",0.188525795669001,-0.689671184917873,0,0.214,1
"endothelial_Alzheimer","ELAVL1",0.188525795669001,-0.616592603590277,0,0.214,1
"endothelial_Alzheimer","QTRT1",0.188525795669001,-0.454500272141409,0,0.214,1
"endothelial_Alzheimer","LDLR",0.188525795669001,-0.674505260318291,0,0.214,1
"endothelial_Alzheimer","ZNF441",0.188525795669001,-0.483165386501307,0,0.214,1
"endothelial_Alzheimer","DHPS",0.188525795669001,-0.511532115927007,0,0.214,1
"endothelial_Alzheimer","COLGALT1",0.188525795669001,-0.718800475061912,0,0.214,1
"endothelial_Alzheimer","PGPEP1",0.188525795669001,-0.618273733440726,0,0.214,1
"endothelial_Alzheimer","ZNF208",0.188525795669001,-0.479907340285885,0,0.214,1
"endothelial_Alzheimer","ZNF507",0.188525795669001,-0.498370212848951,0,0.214,1
"endothelial_Alzheimer","ARHGAP33",0.188525795669001,-0.636490934158865,0,0.214,1
"endothelial_Alzheimer","SUPT5H",0.188525795669001,-0.521259171646025,0,0.214,1
"endothelial_Alzheimer","ARHGEF1",0.188525795669001,-0.576607775920975,0,0.214,1
"endothelial_Alzheimer","PPP5C",0.188525795669001,-0.890084844168133,0,0.214,1
"endothelial_Alzheimer","PLA2G4C",0.188525795669001,-0.750093443377001,0,0.214,1
"endothelial_Alzheimer","GYS1",0.188525795669001,-0.548033907392975,0,0.214,1
"endothelial_Alzheimer","RUVBL2",0.188525795669001,-0.529777682846039,0,0.214,1
"endothelial_Alzheimer","NR1H2",0.188525795669001,-0.512154029958047,0,0.214,1
"endothelial_Alzheimer","PPP1R12C",0.188525795669001,-0.733498199719321,0,0.214,1
"endothelial_Alzheimer","ZNF787",0.188525795669001,-0.438292179042482,0,0.214,1
"endothelial_Alzheimer","AC005261.1",0.188525795669001,-1.00411759101483,0,0.214,1
"endothelial_Alzheimer","AC004076.1",0.188525795669001,-0.944884172858927,0,0.214,1
"endothelial_Alzheimer","ATP6V1E1",0.188525795669001,-0.625063767500089,0,0.214,1
"endothelial_Alzheimer","BCL2L13",0.188525795669001,-0.607151618094965,0,0.214,1
"endothelial_Alzheimer","THAP7",0.188525795669001,-0.48054303454131,0,0.214,1
"endothelial_Alzheimer","UBE2L3",0.188525795669001,-0.691163196212552,0,0.214,1
"endothelial_Alzheimer","RPS19BP1",0.188525795669001,-0.765790453207063,0,0.214,1
"endothelial_Alzheimer","ZC3H7B",0.188525795669001,-1.00852174663781,0,0.214,1
"endothelial_Alzheimer","CSDC2",0.188525795669001,-0.489118994423392,0,0.214,1
"endothelial_Alzheimer","SAMM50",0.188525795669001,-0.702331496713625,0,0.214,1
"endothelial_Alzheimer","PLXNB2",0.188525795669001,-0.557778497953851,0,0.214,1
"endothelial_Alzheimer","SBF1",0.188525795669001,-0.582582660567962,0,0.214,1
"endothelial_Alzheimer","HSPA13",0.188525795669001,-0.902440400321608,0,0.214,1
"endothelial_Alzheimer","JAM2",0.188525795669001,-0.710715205364601,0,0.214,1
"endothelial_Alzheimer","SOD1",0.188525795669001,-0.628474505196862,0,0.214,1
"endothelial_Alzheimer","RUNX1",0.188525795669001,-1.02670684220387,0,0.214,1
"endothelial_Alzheimer","DOPEY2",0.188525795669001,-0.973656582775062,0,0.214,1
"endothelial_Alzheimer","ETS2",0.188525795669001,-0.792094687195852,0,0.214,1
"endothelial_Alzheimer","FAM207A",0.188525795669001,-0.552664705694766,0,0.214,1
"endothelial_Alzheimer","PKD2",0.190957671407233,0.996229260638689,0.625,0.571,1
"endothelial_Alzheimer","KIAA1109",0.190957671407233,0.637833332218061,0.75,0.5,1
"endothelial_Alzheimer","MARCH6",0.190957671407233,0.760362916782205,0.75,0.5,1
"endothelial_Alzheimer","ADIRF",0.190957671407233,-1.03053479629362,0.5,0.643,1
"endothelial_Alzheimer","B3GALNT2",0.191409611244017,0.909512805150068,0.5,0.286,1
"endothelial_Alzheimer","ANAPC1",0.191409611244017,0.593206710387997,0.5,0.286,1
"endothelial_Alzheimer","GTDC1",0.191409611244017,1.0021334174064,0.5,0.286,1
"endothelial_Alzheimer","ELOVL5",0.191409611244017,0.780645877184877,0.5,0.286,1
"endothelial_Alzheimer","ZCCHC24",0.191409611244017,0.949668583426655,0.5,0.286,1
"endothelial_Alzheimer","LCOR",0.191409611244017,0.97640419605493,0.5,0.286,1
"endothelial_Alzheimer","TTC19",0.191409611244017,1.07090484358652,0.5,0.286,1
"endothelial_Alzheimer","C1orf198",0.192102283354693,-1.13192878792284,0.125,0.357,1
"endothelial_Alzheimer","CCDC14",0.192102283354693,-0.931950006453465,0.125,0.357,1
"endothelial_Alzheimer","TM4SF1",0.192102283354693,-1.23377616080892,0.125,0.357,1
"endothelial_Alzheimer","NDUFAF2",0.192102283354693,-1.14647558181575,0.125,0.357,1
"endothelial_Alzheimer","TOX",0.192102283354693,-1.35398337248913,0.125,0.357,1
"endothelial_Alzheimer","STIM1",0.192102283354693,-1.34086753944776,0.125,0.357,1
"endothelial_Alzheimer","PCED1B",0.192102283354693,-2.05137734501496,0.125,0.357,1
"endothelial_Alzheimer","KIF1B",0.192106440867942,-0.707664259161032,0.25,0.571,1
"endothelial_Alzheimer","RPS8",0.192106440867942,-0.656774530351941,0.25,0.571,1
"endothelial_Alzheimer","HNRNPK",0.192106440867942,-0.807540559181105,0.25,0.571,1
"endothelial_Alzheimer","SERGEF",0.192106440867942,-0.951578894876133,0.25,0.571,1
"endothelial_Alzheimer","NTN4",0.192106440867942,-0.979650220109452,0.25,0.571,1
"endothelial_Alzheimer","KANK2",0.192106440867942,-0.650852580621969,0.25,0.571,1
"endothelial_Alzheimer","EHBP1",0.195761259674515,0.933283150475492,0.75,0.571,1
"endothelial_Alzheimer","NDFIP1",0.195761259674515,0.538760644666687,0.75,0.571,1
"endothelial_Alzheimer","SPPL3",0.195761259674515,-0.746611517984615,0.5,0.714,1
"endothelial_Alzheimer","HSP90AA1",0.195761259674515,-1.95397133929146,0.5,0.714,1
"endothelial_Alzheimer","CDC27",0.195761259674515,0.424265305557606,0.75,0.571,1
"endothelial_Alzheimer","MYH11",0.197012502012441,-1.68797095852137,0.375,0.643,1
"endothelial_Alzheimer","TIMP2",0.197012502012441,-0.956895643246156,0.375,0.643,1
"endothelial_Alzheimer","PPP6R3",0.199450693905555,-0.455702232456749,0.5,0.786,1
"endothelial_Alzheimer","ACTN1",0.199450693905555,-0.953232715105653,0.5,0.786,1
"endothelial_Alzheimer","PRDM2",0.200776707553268,-0.463050507540811,0.125,0.429,1
"endothelial_Alzheimer","ABTB1",0.200776707553268,-1.06968149095482,0.125,0.429,1
"endothelial_Alzheimer","SOD3",0.200776707553268,-0.74761569024523,0.125,0.429,1
"endothelial_Alzheimer","USP53",0.200776707553268,-0.799290454463546,0.125,0.429,1
"endothelial_Alzheimer","PRMT9",0.200776707553268,0.980738044745744,0.5,0.214,1
"endothelial_Alzheimer","LMBRD1",0.200776707553268,0.796672741470105,0.5,0.214,1
"endothelial_Alzheimer","ANGPT1",0.200776707553268,-0.99640390301198,0.125,0.429,1
"endothelial_Alzheimer","ZNF518A",0.200776707553268,0.824758028775985,0.5,0.214,1
"endothelial_Alzheimer","WDR11",0.200776707553268,-0.52475392104806,0.125,0.429,1
"endothelial_Alzheimer","RPL41",0.200776707553268,-1.01834233667167,0.125,0.429,1
"endothelial_Alzheimer","NDUFA4L2",0.200776707553268,0.947785065741804,0.5,0.214,1
"endothelial_Alzheimer","SIAH1",0.200776707553268,-0.472156349009476,0.125,0.429,1
"endothelial_Alzheimer","ABCA8",0.200776707553268,0.878377437651688,0.5,0.214,1
"endothelial_Alzheimer","CEP192",0.200776707553268,-0.677141889943109,0.125,0.429,1
"endothelial_Alzheimer","CIRBP",0.200776707553268,-0.695432582087904,0.125,0.429,1
"endothelial_Alzheimer","PEAK1",0.201842891022035,1.38987520088429,0.625,0.429,1
"endothelial_Alzheimer","KSR1",0.201842891022035,-0.97571857849831,0.375,0.571,1
"endothelial_Alzheimer","ACTG1",0.201842891022035,-1.2744359069959,0.375,0.571,1
